Name,Fulladdress,Municipality,Categories,Time Zone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image
Alifah Laundry,"No.:18, Jl. Kran Raya No.18, RT.9/RW.5, Gn. Sahari Sel., Kec. Kemayoran, Kota Ja",Jl. Kran Raya No.18,Layanan Binatu,Asia/Jakarta,"0896-2288-0882, +62 896-2288-0882",YES,45.0,4.3,https://search.google.com/local/reviews?placeid=ChIJnYxtwL71aS4REL6nNdlmyrk&q=la,https://www.google.com/maps?cid=13387625925406342672,-6.1586892,106.8458969,None,None,"Minggu: [08.00-00.00], Senin: [08.00-00.00], Selasa: [08.00-00.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMJp1dUrWHmyhVGVOsWn592uNf-AOv1TXBT8iD-
Laundry Hokos Menteng,"Jl. Kramat IV No.46 13, RT.9/RW.6, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daer","RT.9/RW.6, Kwitang",Binatu Cucian Kering,Asia/Jakarta,"0813-1717-6173, +62 813-1717-6173",YES,60.0,4.3,https://search.google.com/local/reviews?placeid=ChIJfbDEJ5L3aS4RQPQ823xSvU4&q=la,https://www.google.com/maps?cid=5673781801764320320,-6.1867214,106.8412524,http://www.laundryexpresshokos.id/,laundryexpresshokos.id,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipOOych0q5iRmZKOrIfx_Y6gkZAoaYIttpk6st2Y
Four Laundry,"Jl. K.H. Ramli Utara No.4 7, RT.7/RW.3, Menteng Dalam, Kec. Tebet, Kota Jakarta ","RT.7/RW.3, Menteng Dalam",Binatu,Asia/Jakarta,None,NO,90.0,4.7,https://search.google.com/local/reviews?placeid=ChIJRe92pyvzaS4RQyhYZeGASQc&q=la,https://www.google.com/maps?cid=525092537121646659,-6.229807399999999,106.8426016,https://instagram.com/four_laundry?igshid=s26qdtanfkd7,instagram.com,"Minggu: [08.00-21.00], Senin: [Tutup], Selasa: [08.00-21.00], Rabu: [08.00-21.00",https://lh5.googleusercontent.com/p/AF1QipPhdyfawMk-ROlMlTR1pol5SFOILrUKKt5g7ZgN
Refa Laundry,"Jl. Kebon Sirih Barat I No.35, RT.13/RW.4, Kb. Sirih, Kec. Menteng, Kota Jakarta","RT.13/RW.4, Kebon Sirih",Binatu,Asia/Jakarta,"0859-2185-5544, +62 859-2185-5544",NO,42.0,4.5,https://search.google.com/local/reviews?placeid=ChIJjdlKPTD0aS4Rr9hM5FFO3u0&q=la,https://www.google.com/maps?cid=17140223345448245423,-6.1850023,106.8284066,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMiddV7N4Bs0rHvKt4GGugMivXeK4b5K8pifiMc
JEEVES - Menteng,"Apartemen Eksekutif Menteng, Jl. Pegangsaan Barat No.Kav. 6-12, Menteng, Kec. Me",Jl. Pegangsaan Barat No.Kav. 6-12,"Binatu Cucian Kering, Layanan Binatu",Asia/Jakarta,"(021) 3919156, +62 21 3919156",YES,40.0,4.0,https://search.google.com/local/reviews?placeid=ChIJ9XIHJhX0aS4Rwv3qBDQAcRs&q=la,https://www.google.com/maps?cid=1977361934813167042,-6.1984922,106.8406135,https://www.jeeves-indonesia.com/,jeeves-indonesia.com,"Minggu: [Tutup], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00-18.00",https://lh5.googleusercontent.com/p/AF1QipNh6DYvqT-xmtNNMPEkEyxL0ywkzyhso4rSLitb
L'Pourca Laundry,"Jl. K.H. Wahid Hasyim No.12A 2, RT.2/RW.7, Kb. Sirih, Kec. Menteng, Kota Jakarta","RT.2/RW.7, Kb. Sirih",Binatu,Asia/Jakarta,"(021) 31934350, +62 21 31934350",YES,31.0,4.6,https://search.google.com/local/reviews?placeid=ChIJodhMPdv1aS4RzPAHFl1J_hg&q=la,https://www.google.com/maps?cid=1800957565145182412,-6.1843795,106.8330974,https://lpourca.id/,lpourca.id,"Minggu: [Tutup], Senin: [07.00-19.00], Selasa: [07.00-19.00], Rabu: [07.00-19.00",https://lh5.googleusercontent.com/p/AF1QipNcDSh4uts82w5ZP3D1TNZuaDDaQ4TUOViz9Cur
Jaksa Clean Coin Laundry,"Jl. Jaksa No.20 13, RT.13/RW.2, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Dae","RT.13/RW.2, Kb. Sirih",Binatu,Asia/Jakarta,"0821-1676-8810, +62 821-1676-8810",YES,99.0,3.9,https://search.google.com/local/reviews?placeid=ChIJ-adB5y_0aS4RsZ8pJM44Cd8&q=la,https://www.google.com/maps?cid=16071439203269451697,-6.185236499999999,106.8291622,http://coinlaundryjakarta.weebly.com/,coinlaundryjakarta.weebly.com,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPan9johvbmTkzpf9CcL1MTqDqMyuslsvl-sY3N
Zap Laundry Menteng Park,"Apartemen Menteng Park Tower Diamond, T 13 B, RT.2/RW.2, Cikini, Kec. Menteng, K","RT.2/RW.2, Cikini",Layanan Binatu,Asia/Jakarta,"0819-0755-7354, +62 819-0755-7354",YES,29.0,3.9,https://search.google.com/local/reviews?placeid=ChIJ7fZ15on1aS4R_Fgbtw0Cmps&q=la,https://www.google.com/maps?cid=11212276480222124284,-6.1898981,106.840963,http://www.zaplaundry.com/,zaplaundry.com,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOLPbHWWvP9bs6beJQZHMwW32qZAvyakTbQdn_4
5asec Cikini Raya,"Jl. Cikini 1 No.69B 16, RT.16/RW.1, Cikini, Kec. Menteng, Kota Jakarta Pusat, Da","RT.16/RW.1, Cikini","Binatu, Jasa Pembersih Karpet, Binatu Cucian Kering, Layanan Binatu",Asia/Jakarta,"(021) 3900928, +62 21 3900928",YES,313.0,4.3,https://search.google.com/local/reviews?placeid=ChIJR5l9Gjn0aS4Rut8cVQbN-mw&q=la,https://www.google.com/maps?cid=7852814327355334586,-6.1895194,106.8379825,http://www.5asecindonesia.com/,5asecindonesia.com,"Minggu: [Tutup], Senin: [08.00-19.00], Selasa: [08.00-19.00], Rabu: [08.00-19.00",https://lh5.googleusercontent.com/p/AF1QipPemGmKt92IQKCvGk_J9OZRSkRbwwp8zMH-SWOG
Binatuku Premium Laundry Kasablanka,"Binatuku laundry, Jl. Menteng Pulo No.24, RT.4/RW.9, Menteng Atas, Setiabudi, So",Jl. Menteng Pulo No.24,Layanan Binatu,Asia/Jakarta,None,YES,57.0,4.4,https://search.google.com/local/reviews?placeid=ChIJDSidZovzaS4RllOlykjq3B4&q=la,https://www.google.com/maps?cid=2223909914372559766,-6.2213707,106.8433807,https://linktr.ee/binatuku,linktr.ee,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipNGoN3kQb3bN-RazHQyF2YLNu2OqnM-6ipWWZDt
Pressto Laundry Cikini,"Jl. Cikini Raya No.40, RT.12/RW.5, Cikini, Kec. Menteng, Kota Jakarta Pusat, Dae","RT.12/RW.5, Cikini",Layanan Binatu,Asia/Jakarta,"(021) 3103137, +62 21 3103137",YES,102.0,3.9,https://search.google.com/local/reviews?placeid=ChIJHfw81D70aS4RncRvNSSVwqo&q=la,https://www.google.com/maps?cid=12304561114677494941,-6.191518299999999,106.8383258,http://www.pressto.co.id/,pressto.co.id,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipNHdhLP3KYDvDIAwkenwryngU_dKtL-7VXo--mD
Beehive Laundry Mangga Besar,"Jl. Mangga Besar XIII No.111c 14, RT.14/RW.2, Mangga Dua Sel., Kecamatan Sawah B","RT.14/RW.2, Mangga Dua Sel.",Layanan Binatu,Asia/Jakarta,"0817-1773-7999, +62 817-1773-7999",YES,56.0,4.7,https://search.google.com/local/reviews?placeid=ChIJMTc8ULb1aS4RKfxb_IuimpM&q=la,https://www.google.com/maps?cid=10635992192106888233,-6.1417785,106.8267468,http://www.beehivelaundry.com/,beehivelaundry.com,"Minggu: [08.00-19.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipP8VAg69DQauodSPjqksGqvWGtRW3O1jsF-PbCs
Quick Pro Laundry Mangga Besar,"Jl. Mangga Besar XIII No.1, Mangga Dua Sel., Kecamatan Sawah Besar, Jakarta, Ban",Mangga Dua Sel.,Layanan Binatu,Asia/Jakarta,"0812-1096-9612, +62 812-1096-9612",YES,56.0,4.4,https://search.google.com/local/reviews?placeid=ChIJZ3ndQhD1aS4RzNoRUwyr-3g&q=la,https://www.google.com/maps?cid=8717749573127363276,-6.145706199999999,106.8264346,http://quickprolaundry.com/,quickprolaundry.com,"Minggu: [07.00-23.00], Senin: [07.00-23.00], Selasa: [07.00-23.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPDox8Sjoyv8lq0MJP1HSo3Xl7tS5sBzMb40ElU
Harum Laundry Express,"04, Jl. Mangga Besar XIIIA No.49, RW.1, Mangga Dua Sel., Kecamatan Sawah Besar, ",Jl. Mangga Besar XIIIA No.49,Layanan Binatu,Asia/Jakarta,"0812-8231-7288, +62 812-8231-7288",YES,22.0,5.0,https://search.google.com/local/reviews?placeid=ChIJl9OvlR31aS4Rj3L0j9rzibE&q=la,https://www.google.com/maps?cid=12793024336566186639,-6.1465676,106.8275936,http://wa.me/6281282317288,wa.me,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipO-4HxZW6phU6hVVVpnqBmuQS2rLs20wf0mUZs=
Maxi Coin Laundry,"Jl. Pintu Air V No.32 5, RT.7/RW.2, Ps. Baru, Kecamatan Sawah Besar, Kota Jakart","RT.7/RW.2, Ps. Baru","Layanan Binatu, Toko",Asia/Jakarta,"0819-0801-2008, +62 819-0801-2008",YES,21.0,4.2,https://search.google.com/local/reviews?placeid=ChIJxaNh4cT1aS4Rif0bAC9VAPU&q=la,https://www.google.com/maps?cid=17654204199646002569,-6.1633276,106.8315289,None,None,"Minggu: [Tutup], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00-18.00",https://lh5.googleusercontent.com/p/AF1QipOb4pEiSgPFFKH_KAuf8913wOoQ6NWRYQK7mPAN
O'Star Laundry,"Jl. Gunung Sahari Raya, Sebelah Jl. Gn. Sahari XI No.12, Gang Lilin, Daerah Khus",Sebelah Jl. Gn. Sahari XI No.12,Binatu,Asia/Jakarta,"0812-8746-8837, +62 812-8746-8837",YES,25.0,4.8,https://search.google.com/local/reviews?placeid=ChIJmQ6h0G31aS4RJnrBd-o-aac&q=la,https://www.google.com/maps?cid=12063242253641021990,-6.1512277,106.8355748,None,None,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOhHYiIAl0nxfo2VdVPh1fluRKUXxS87fXq_FWZ
Wash It Up - Laundry,"Jl. Krekot I No.3A/B, RT.1/RW.8, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta P","RT.1/RW.8, Ps. Baru",Layanan Binatu,Asia/Jakarta,None,YES,22.0,4.1,https://search.google.com/local/reviews?placeid=ChIJDSxwUc31aS4RVRMH5kEsmOg&q=la,https://www.google.com/maps?cid=16760194674803020629,-6.1621544,106.8313279,None,None,"Minggu: [08.00-17.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMup8wTZCdZBSMTAnSQkxTdkyEvdJuwFLyIt6Mu
Boss Kiloan Laundry,"Jl. Rajawali Selatan 3 No.4 3, RT.9/RW.6, Gn. Sahari Utara, Kecamatan Sawah Besa","RT.9/RW.6, Gn. Sahari Utara",Binatu,Asia/Jakarta,"0822-4666-6265, +62 822-4666-6265",YES,29.0,4.3,https://search.google.com/local/reviews?placeid=ChIJrb40YR71aS4RRPC_lYBiXFM&q=la,https://www.google.com/maps?cid=6006784307413119044,-6.1458399,106.8416073,None,None,"Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipMTxoiPD-lUiV4rO-XOOuQA3Ataspb0aYG-ezIJ
Laundry Qayla,"Jl. Mangga Besar XIII No.27, RT.9/RW.1, Mangga Dua Sel., Kecamatan Sawah Besar, ","RT.9/RW.1, Mangga Dua Sel.",Layanan Binatu,Asia/Jakarta,"0812-9025-6164, +62 812-9025-6164",NO,22.0,5.0,https://search.google.com/local/reviews?placeid=ChIJrQ4MrLT1aS4R5AkRhvvRfTI&q=la,https://www.google.com/maps?cid=3638294952201488868,-6.1456094,106.8282751,None,None,"Minggu: [07.00-21.00], Senin: [07.00-21.01], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipNyCXd4spWxsvKhlhsYoQA9je_kRFk7JBhlgrI=
"SURYA ABADI LAUNDRY- Laundry Linen Hotel, B2b Laundry Hotel, Laundry Hotel terba","Jl. Industri 3 No.32, RT.10/RW.1, Gn. Sahari Utara, Kecamatan Sawah Besar, Kota ","RT.10/RW.1, North Gunung Sahari",Layanan Binatu,Asia/Jakarta,"0817-9173-335, +62 817-9173-335",NO,33.0,5.0,https://search.google.com/local/reviews?placeid=ChIJt_t4bFr1aS4RocxluXOo690&q=la,https://www.google.com/maps?cid=15991060116894239905,-6.1449297,106.8358441,https://suryaabadiloundry.wixsite.com/website,suryaabadiloundry.wixsite.com,"Minggu: [06.00-20.00], Senin: [06.00-20.00], Selasa: [06.00-20.00], Rabu: [06.00",https://lh5.googleusercontent.com/p/AF1QipPOssjgfl3d-5tQ2fxqqV0z_KMbvCmWuBcZpqmB
Master Clean Laundry,"Jl. Mangga Besar XIII Jl. Raya Mangga Besar No.Selatan, RT.001/RW.3, Mangga Dua ","RT.001/RW.3, Mangga Dua Sel.",Layanan Binatu,Asia/Jakarta,"0817-6687-639, +62 817-6687-639",YES,53.0,4.4,https://search.google.com/local/reviews?placeid=ChIJfUgP6B31aS4RKbQQccscNXM&q=la,https://www.google.com/maps?cid=8301573148228236329,-6.146165,106.826555,None,None,"Minggu: [07.00-23.00], Senin: [07.00-23.00], Selasa: [07.00-23.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMkfriy1AX2RGphine04JlSNoqEul1XXuFrSQdp
LAUNDRY JAKARTA PUSAT SENEN - SEJUTA MIMPI Londri,"Jl. Kembang Sepatu No.29, Kramat, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus ",Kramat,Layanan Binatu,Asia/Jakarta,"0815-7221-4353, +62 815-7221-4353",YES,3.0,4.0,https://search.google.com/local/reviews?placeid=ChIJ8c1zR4X1aS4RPD2VepfSDqY&q=la,https://www.google.com/maps?cid=11965732808008482108,-6.1783498,106.8450026,https://wa.wizard.id/40b65b,wa.wizard.id,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPPEz_d-njsihZktYdhC0cdBEzaHEsxgaT3J07Y
LaundryinAja Express (Cabang Senen),"Jl. Senen Raya No.135, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibuk",Senen,Layanan Binatu,Asia/Jakarta,None,YES,19.0,5.0,https://search.google.com/local/reviews?placeid=ChIJy5s6v8L1aS4RMlpo5-XKX8M&q=la,https://www.google.com/maps?cid=14078194048962157106,-6.1735341,106.8396988,None,None,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipN_c22DYAQ1zHHHzLDXUV1pFHfbZuPibvt9YXNz
Laundry,"Jl. Paseban Raya No.68 17, RT.17/RW.3, Paseban, Kec. Senen, Kota Jakarta Pusat, ","RT.17/RW.3, Paseban",Binatu,Asia/Jakarta,"0812-9497-6699, +62 812-9497-6699",NO,6.0,2.8,https://search.google.com/local/reviews?placeid=ChIJeW43tlz0aS4R1R52Vfw2HqY&q=la,https://www.google.com/maps?cid=11970065316990820053,-6.1917376,106.8536375,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh3.googleusercontent.com/gps-proxy/ALd4DhF82lnMx2vCUdD6X8WuH3Id-M30Vja3
Rema Laundry,"Jl. Senen Raya No.65 8, RT.8/RW.1, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah","RT.8/RW.1, Senen",Binatu,Asia/Jakarta,"0882-1396-1648, +62 882-1396-1648",NO,4.0,4.0,https://search.google.com/local/reviews?placeid=ChIJ8zQdTTz1aS4RXaL_Mn6VV_E&q=la,https://www.google.com/maps?cid=17390532855368491613,-6.1780662,106.8412653,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o0J4WSkyQxviW9Okn
Gowos Laundry,"Jl. Kramat II No.mor 23, RT.1/RW.8, Kwitang, Kec. Senen, Kota Jakarta Pusat, Dae","RT.1/RW.8, Kwitang",Layanan Binatu,Asia/Jakarta,None,YES,11.0,4.5,https://search.google.com/local/reviews?placeid=ChIJgYQCRS31aS4RQjubH9SeAOw&q=la,https://www.google.com/maps?cid=17005766826851515202,-6.1827155,106.8411344,None,None,None,https://lh5.googleusercontent.com/p/AF1QipNOfqtaxRuk0trF4Wcmc5KmWK6WO57B4Dr6CGn-
Kembang Laundry,"Jl. Kembang III No.83A 1, RT.1/RW.2, Kwitang, Kec. Senen, Jakarta, Daerah Khusus","RT.1/RW.2, Kwitang",Layanan Binatu,Asia/Jakarta,"0858-8861-1869, +62 858-8861-1869",YES,21.0,4.3,https://search.google.com/local/reviews?placeid=ChIJjduMqG31aS4RkWPY0pQTMZM&q=la,https://www.google.com/maps?cid=10606280127347712913,-6.1836848,106.8375774,None,None,"Minggu: [06.00-20.00], Senin: [06.00-20.00], Selasa: [06.00-20.00], Rabu: [06.00",https://lh5.googleusercontent.com/p/AF1QipO4TJsUM8cEb7nqWaPHq3NzivcHcCGH7Syzk6lj
Laundry Express,"Jl. Kramat Raya No.8, RT.8/RW.8, Kramat, Kec. Senen, Kota Jakarta Pusat, Daerah ","RT.8/RW.8, Kramat",Binatu,Asia/Jakarta,"0852-7711-9590, +62 852-7711-9590",YES,7.0,4.3,https://search.google.com/local/reviews?placeid=ChIJn3DP_wP1aS4RvupjtG3tfbs&q=la,https://www.google.com/maps?cid=13510215512615021246,-6.1857147,106.8452058,None,None,None,https://lh5.googleusercontent.com/p/AF1QipOqq7-BD9yjEnmHCeo6_e88U0JkPBXFDhVIR6aC
Kwitang Laundry,"Jl. Kramat Kwitang III Kelurah No.183B 1, RT.8/RW.9, Kwitang, Kec. Senen, Kota J","RT.8/RW.9, Kwitang",Binatu,Asia/Jakarta,"0857-7725-5707, +62 857-7725-5707",YES,16.0,4.4,https://search.google.com/local/reviews?placeid=ChIJ7ahl4Df0aS4RLh_YmDZu-MY&q=la,https://www.google.com/maps?cid=14337330594505563950,-6.1849587,106.8411272,https://www.facebook.com/Kwitang-Laundry-1167190909965371/,facebook.com,"Minggu: [10.00-17.30, 19.00-21.30], Senin: [09.00-17.30, 19.00-22.00], Selasa: [",https://lh5.googleusercontent.com/p/AF1QipPXUeymS0KS22D9_4r3GBIFF2YugHHHvD7SH3-8
Laundry Mart Jakarta,"Jl. Kramat Pulo No.B 10, RT.3/RW.4, Kramat, Kec. Senen, Kota Jakarta Pusat, Daer","RT.3/RW.4, Kramat",Layanan Binatu,Asia/Jakarta,"0819-1638-3799, +62 819-1638-3799",YES,53.0,4.4,https://search.google.com/local/reviews?placeid=ChIJy6ACR7j1aS4RHLu82zU-HgA&q=la,https://www.google.com/maps?cid=8512650342087452,-6.1834953,106.8450395,None,None,"Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO6eZVuMWOSiawTdt_EEMb-V17yezCol6hk_GdX
MIMI LAUNDRY,"RRJV+254, Jalan Stasiun Senen, Senen, RT.7/RW.8, Gn. Sahari Sel., Kec. Kemayoran","Jalan Stasiun Senen, Senen",Layanan Binatu,Asia/Jakarta,"0877-1765-3239, +62 877-1765-3239",NO,11.0,4.5,https://search.google.com/local/reviews?placeid=ChIJp7VzErb1aS4RYUPaRShfaF4&q=la,https://www.google.com/maps?cid=6802791863718396769,-6.1699803,106.842957,None,None,"Minggu: [08.10-18.00], Senin: [08.10-18.00], Selasa: [08.10-18.00], Rabu: [08.10",https://lh5.googleusercontent.com/p/AF1QipNeofgwY54fQFtSHVWoaeMOQDDL04cd_CvIM4k=
Solusi Laundry One Stop Laundry Shop,"Jalan Jembatan Tinggi, Gg. Tike Belakang No.9 Pasar Blok G, RT.1/RW.9, Kb. Kacan",Gg. Tike Belakang No.9 Pasar Blok G,Binatu,Asia/Jakarta,"0816-790-764, +62 816-790-764",YES,88.0,4.9,https://search.google.com/local/reviews?placeid=ChIJAyGI_UH3aS4RwV-4Iw7WxwQ&q=la,https://www.google.com/maps?cid=344479252734304193,-6.1893677,106.8125286,None,None,"Minggu: [08.00-17.00], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMuS1q6LNu6iRALDOLDVXuepKcUl1W9X9tBAEWU
Laundry Kiloan,"Jl. Kb. Kacang 9 No.35, RT.15/RW.15, Kb. Kacang, Kecamatan Tanah Abang, Kota Jak","RT.15/RW.15, Kb. Kacang",Binatu,Asia/Jakarta,"(021) 26261000, +62 21 26261000",NO,47.0,4.3,https://search.google.com/local/reviews?placeid=ChIJtRfAvCD0aS4Ry8hwOebyDhg&q=la,https://www.google.com/maps?cid=1733589977204312267,-6.1929712,106.8186638,None,None,"Minggu: [07.00-18.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPvPSLBW39VkWTi2KbyUFt3e1WgCvvYY4AnpeST
Cucimbak,"3, Jl. Kebon Kacang 41 No.18, RT.3/RW.8, Kb. Kacang, Kecamatan Tanah Abang, Kota",Jl. Kebon Kacang 41 No.18,Layanan Binatu,Asia/Jakarta,"0813-8485-2505, +62 813-8485-2505",YES,33.0,5.0,https://search.google.com/local/reviews?placeid=ChIJc1B2cp72aS4RxhnbnbtfadA&q=la,https://www.google.com/maps?cid=15017639691855534534,-6.1924971,106.8161219,None,None,"Minggu: [09.00-23.00], Senin: [09.00-23.00], Selasa: [09.00-23.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipMbDjTPAWpI2YMzj_LaRBDUU9vzLfacxUU8__V-
LAUNDRY CITY,"Jl. Kb. Kacang 9 no 31 A, Kebon Kacang, Tanah Abang, Central Jakarta City, Jakar",Kebon Kacang,Binatu,Asia/Jakarta,"0812-3000-1579, +62 812-3000-1579",YES,43.0,4.0,https://search.google.com/local/reviews?placeid=ChIJeXNrTp_1aS4RWlVG12NGIMA&q=la,https://www.google.com/maps?cid=13844142649164322138,-6.190461,106.8189552,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipM0EO9AapHBLaQODBdPrT8EcQM3B2TjIqDGFcn5
Lovely Laundry,"Jl. Kb. Kacang 9 No.7B, RT.2/RW.2, Kb. Kacang, Kecamatan Tanah Abang, Kota Jakar","RT.2/RW.2, Kb. Kacang",Binatu,Asia/Jakarta,"0877-8080-6080, +62 877-8080-6080",NO,21.0,4.2,https://search.google.com/local/reviews?placeid=ChIJE2Wbmyf0aS4Rr0PTi9Wl8aM&q=la,https://www.google.com/maps?cid=11813405634162017199,-6.1886231,106.8188171,None,None,"Minggu: [09.00-21.30], Senin: [09.00-21.30], Selasa: [09.00-21.30], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipPxX5hdnpaJtQstVBfmCbC42K4b3j4j-Vsw3GzY
Laundry Express,"Samping Solusi Laundry, Gang Tike 9 Jalan Jati Timur RT 03 RW 09 Belakang Pasar,",Gang Tike 9 Jalan Jati Timur RT 03 RW 09 Belakang Pasar,Layanan Binatu,Asia/Jakarta,"0811-938-415, +62 811-938-415",YES,45.0,4.8,https://search.google.com/local/reviews?placeid=ChIJT0fPJ_33aS4RYMNNKfo2NhY&q=la,https://www.google.com/maps?cid=1600527165639476064,-6.1893711,106.8124787,https://argyalaundry.com/,argyalaundry.com,"Minggu: [09.00-20.00], Senin: [09.00-20.00], Selasa: [09.00-20.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipOrro9tpcuhpifkKdo_KxmPnCaWwJAPLArfKi7-
kindy shoes care & laundry,"Jl. Kb. Kacang III No.42B, RT.9/RW.5, Kb. Kacang, Kecamatan Tanah Abang, Kota Ja","RT.9/RW.5, Kb. Kacang","Binatu, Jasa Pembersih Karpet, Binatu Cucian Kering, Jasa Semir Sepatu",Asia/Jakarta,"0898-9192-993, +62 898-9192-993",YES,80.0,4.8,https://search.google.com/local/reviews?placeid=ChIJfQ8JhCf0aS4R6g_Tk0IiwZY&q=la,https://www.google.com/maps?cid=10863001445537615850,-6.189202,106.8177139,None,None,"Minggu: [09.00-18.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipNbTNmxBwpQsxwMN6g7EJQP3u3MIB3Mor_nby0w
MADSOLE Cuci Sepatu Jakarta - Tanah Abang (by WA only),"di Nasgor RASA, Jl. Kb. Pala II No.97, Kb. Melati, Kecamatan Tanah Abang, Kota J",Jl. Kb. Pala II No.97,Binatu,Asia/Jakarta,None,YES,38.0,5.0,https://search.google.com/local/reviews?placeid=ChIJT-NVLJf3aS4RwKEotEYJN6s&q=la,https://www.google.com/maps?cid=12337339903479685568,-6.195341699999999,106.8126746,https://linktr.ee/madsole,linktr.ee,"Minggu: [Tutup], Senin: [14.00-22.00], Selasa: [14.00-22.00], Rabu: [14.00-22.00",https://lh5.googleusercontent.com/p/AF1QipNWpvSXRE8l9vPlgaz1iKgM8Fpi3Z7SaVwtZkqr
Gamma Laundry,"7, Jl. Kb. Kacang XXXII No.1A, RT.7/RW.4, Kb. Kacang, Kecamatan Tanah Abang, Kot",Jl. Kb. Kacang XXXII No.1A,Binatu Cucian Kering,Asia/Jakarta,"0878-7829-9450, +62 878-7829-9450",YES,31.0,4.6,https://search.google.com/local/reviews?placeid=ChIJie6eLCf0aS4Ruraw0xJz4jk&q=la,https://www.google.com/maps?cid=4171022729596679866,-6.1918377,106.8204538,https://gamma-laundry.business.site/,gamma-laundry.business.site,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPuB28yc2dpJKrlJUhQLBHOpnHaXvuWM39nd8Bc
