Name,Fulladdress,Municipality,Categories,Time Zone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image
Laundry The Daily Wash Sukaluyu,"Jl. Rereng Wulung No.32, Sukaluyu, Kec. Cibeunying Kaler, Kota Bandung, Jawa Bar",Sukaluyu,Binatu,Asia/Jakarta,"0856-2438-7900, +62 856-2438-7900",YES,30.0,4.7,https://search.google.com/local/reviews?placeid=ChIJY3LzjcfnaC4R3xMJbYq4QEs&q=la,https://www.google.com/maps?cid=5422536856028386271,-6.8961751,107.6317262,http://thedailywash.co.id/,thedailywash.co.id,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNWwnFsarNA-yH3v00V2ndZC2y6nvVoMkFE1xe2
Joss Laundry Kiaracondong,"Jl. Ibrahim Adjie No.422, Binong, Kec. Batununggal, Kota Bandung, Jawa Barat 402",Binong,Layanan Binatu,Asia/Jakarta,"0813-2032-5659, +62 813-2032-5659",YES,86.0,4.6,https://search.google.com/local/reviews?placeid=ChIJe2B8tkXpaC4RnfPofUWuVZo&q=la,https://www.google.com/maps?cid=11120986468349703069,-6.943601999999999,107.6418269,None,None,"Sabtu: [07.00-22.00], Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMuBj9_pLxuNYSexAjbseNOOlJDPJpf8tb4DxNU
LaundryKlin Cicadas Laundry Antar Jemput,"Jl. A. Yani No.827, Padasuka, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40125",Padasuka,Binatu,Asia/Jakarta,"0851-7439-9590, +62 851-7439-9590",YES,158.0,4.9,https://search.google.com/local/reviews?placeid=ChIJ7yXMbtnnaC4R9ei6isuclYk&q=la,https://www.google.com/maps?cid=9914002552745814261,-6.9045462,107.6508903,http://laundryklin-gerlong.com/,laundryklin-gerlong.com,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipM0PZv8aEuguqqnZS9krbjxg5eaut465uITk4r3
Kraton Laundry,"Jl. Garu V No.22A, Babakan Sari, Kec. Kiaracondong, Kota Bandung, Jawa Barat 402",Babakan Sari,Binatu,Asia/Jakarta,None,NO,4.0,5.0,https://search.google.com/local/reviews?placeid=ChIJmdN_PuTnaC4RHJSSoVnFyP0&q=la,https://www.google.com/maps?cid=18287083275691398172,-6.9200063,107.6522485,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh5.googleusercontent.com/p/AF1QipOQMuvYjMViNj7m0EheQaGEtCdWy3OdowZITFFt
Citra laundry,"Jl. Terusan Gatot Subroto No.342, Kb. Kangkung, Kec. Kiaracondong, Kota Bandung,",Kb. Kangkung,Layanan Binatu,Asia/Jakarta,"0858-7263-3474, +62 858-7263-3474",NO,10.0,5.0,https://search.google.com/local/reviews?placeid=ChIJsURTMADpaC4RPbtWA-XVQ5Y&q=la,https://www.google.com/maps?cid=10827733108709047101,-6.9332851,107.6452212,None,None,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipP4xqk5bPe1j-Z-XfODWDqQN1g8T-s-p-93O9k=
Lina Loundry,"Jl. Pare Pandan, Babakan Sari, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40283",Babakan Sari,Binatu,Asia/Jakarta,None,YES,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ0f86_XPnaC4RFSmD-8iLO6w&q=la,https://www.google.com/maps?cid=12410666893478930709,-6.9182012,107.6459524,None,None,None,https://lh5.googleusercontent.com/p/AF1QipOsC-iZbxe7WumxKOzOVighkL8Bb53OgGdktvNA
Disini Laundry,"Jl. Warung Jambu No.86, Kb. Kangkung, Kec. Kiaracondong, Kota Bandung, Jawa Bara",Kb. Kangkung,Binatu Cucian Kering,Asia/Jakarta,"0813-1221-3737, +62 813-1221-3737",YES,30.0,4.9,https://search.google.com/local/reviews?placeid=ChIJDckt48fpaC4Rtt-kbZOH7hw&q=la,https://www.google.com/maps?cid=2084752744788582326,-6.9325638,107.6454265,None,None,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipNGqNqt228jl6cfGJWW0upv0vfIrTOk3ynkmjxa
Washteria Ahmad Yani | Sameday Service Laundry,"Jl. A. Yani No.610A, Babakan Surabaya, Kec. Kiaracondong, Kota Bandung, Jawa Bar",Babakan Surabaya,Layanan Binatu,Asia/Jakarta,"0831-0183-2276, +62 831-0183-2276",YES,13.0,4.7,https://search.google.com/local/reviews?placeid=ChIJFYSB5yfnaC4Rv5ykXNho0-I&q=la,https://www.google.com/maps?cid=16344522751134178495,-6.9070835,107.6465123,http://washteria.co.id/,washteria.co.id,"Sabtu: [07.00-18.00], Minggu: [07.00-18.00], Senin: [07.00-18.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipP1Cyp3HBhkImjH4rbUfJRgtDB6DDb62lnteO4o
KOY LAUNDRY (anter jemput gratis),"Jl. Mekarsari No.40, Babakan Sari, Kec. Kiaracondong, Kota Bandung, Jawa Barat 4",Babakan Sari,Binatu,Asia/Jakarta,"0838-2252-5421, +62 838-2252-5421",YES,19.0,5.0,https://search.google.com/local/reviews?placeid=ChIJsR3EWGPpaC4RC2aeDrrOIb0&q=la,https://www.google.com/maps?cid=13628401245904332299,-6.9270568,107.6542611,None,None,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipMgaNA-6hs7sLvkOFQIhRIm0O3-XZ9wSzXkwhR7
Bank laundry,"Jl. Cidurian Utara No.109, Sukapura, Kec. Kiaracondong, Kota Bandung, Jawa Barat",Sukapura,Layanan Binatu,Asia/Jakarta,"0838-2012-0992, +62 838-2012-0992",NO,3.0,4.3,https://search.google.com/local/reviews?placeid=ChIJicc1GOHpaC4RdHyUdam0wb0&q=la,https://www.google.com/maps?cid=13673408583588674676,-6.936924599999999,107.6548089,None,None,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h_0lVzkxno3JnHHQd
Laundry Lengkong Besar,"Seberang Hotel Mercure, Jl. Lengkong Besar No.49A, Paledang, Kec. Lengkong, Kota",Jl. Lengkong Besar No.49A,Layanan Binatu,Asia/Jakarta,"0812-2333-773, +62 812-2333-773",YES,95.0,4.6,https://search.google.com/local/reviews?placeid=ChIJ3f6JrybnaC4R6qzHRdk6MVo&q=la,https://www.google.com/maps?cid=6499040442125364458,-6.924406299999999,107.6118259,None,None,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipO3wq2Ewp2CEosI4Cg28GI16CjvKalRR3qu_63C
LaundryKlin Asia Afrika,"Jl. Lengkong Besar No.25, Paledang, Kec. Lengkong, Kota Bandung, Jawa Barat 4026",Paledang,Layanan Binatu,Asia/Jakarta,"0812-2162-2021, +62 812-2162-2021",YES,389.0,5.0,https://search.google.com/local/reviews?placeid=ChIJP8SB4DbnaC4R6U0Dz5hIT1M&q=la,https://www.google.com/maps?cid=6003096649453489641,-6.923485299999999,107.6119599,http://laundryklin-asiaafrika.com/,laundryklin-asiaafrika.com,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMkdM2cBJKIEAcAV_shodSvanlArkPRqnAm4xX6
Palm Laundry,"Cikawao, Kec. Lengkong, Kota Bandung, Jawa Barat 40261",Kec. Lengkong,Layanan Binatu,Asia/Jakarta,"0813-8536-3635, +62 813-8536-3635",YES,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJMT_Y7CjmaC4RBnxuup5yrKA&q=la,https://www.google.com/maps?cid=11577754768120904710,-6.924841799999999,107.6112199,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh5.googleusercontent.com/p/AF1QipP-AWX-IrXJV_CMbgMZDXRjA5_D61ig15nOacB7
Soji Laundry Service,"Jl. Eceng No.1, Lkr. Sel., Kec. Lengkong, Kota Bandung, Jawa Barat 40263",South Lingkar,Binatu,Asia/Jakarta,"0882-2202-2662, +62 882-2202-2662",YES,26.0,4.8,https://search.google.com/local/reviews?placeid=ChIJ2ygGHgfpaC4RDZ08iKDfzlc&q=la,https://www.google.com/maps?cid=6327240407075560717,-6.9293914,107.6241636,https://sites.google.com/view/sojilaundry,sites.google.com,"Sabtu: [07.00-20.00], Minggu: [Tutup], Senin: [07.00-20.00], Selasa: [07.00-20.0",https://lh5.googleusercontent.com/p/AF1QipOJVNlwsG8rP1j8QyVOhVeETiCOHAhnCswwH1G_
Indo Express Laundry (Grand Asia Afrika Apartemen),"No. 1 Area Komersil Blok-C3, Jl. Karapitan, Paledang, Kec. Lengkong, Kota Bandun",Jl. Karapitan,Layanan Binatu,Asia/Jakarta,"0817-380-210, +62 817-380-210",YES,37.0,4.9,https://search.google.com/local/reviews?placeid=ChIJHRtT8dDnaC4RAMHbWiZvc1A&q=la,https://www.google.com/maps?cid=5797099355879751936,-6.9236646,107.6184451,http://indolaundry.id/,indolaundry.id,"Sabtu: [07.30-20.00], Minggu: [07.30-20.00], Senin: [07.30-20.00], Selasa: [07.3",https://lh5.googleusercontent.com/p/AF1QipMe5KQ_0-N8P1-cykaSehid9mIyCjISRQTbS_TX
Fresh Laundry,"Jl. Wartawan IV No.17, Turangga, Kec. Lengkong, Kota Bandung, Jawa Barat 40264",Turangga,Binatu Cucian Kering,Asia/Jakarta,"0858-6287-5467, +62 858-6287-5467",YES,57.0,4.6,https://search.google.com/local/reviews?placeid=ChIJKcVWjWPpaC4R2VvKFeRD3Jg&q=la,https://www.google.com/maps?cid=11014753435538578393,-6.9415469,107.6299644,None,None,"Sabtu: [08.30-19.00], Minggu: [08.30-19.00], Senin: [08.30-19.00], Selasa: [08.3",https://lh5.googleusercontent.com/p/AF1QipNTrchHAsqucoRRdg3ergDhd8bJeYgLYIx4s0fS
RgR Laundry Kiloan,"Jl. Melong Kidul Jl. Lengkong Besar No.14, Cikawao, Kec. Lengkong, Kota Bandung,",Cikawao,Binatu,Asia/Jakarta,"(022) 4218785, +62 22 4218785",NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJtageSoLoaC4Rpg9VBRTiFEE&q=la,https://www.google.com/maps?cid=4689621687616212902,-6.930324499999999,107.6140629,None,None,None,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGkr24xlT6RQfbnOAQQMI-HyN8o5SI9
Gwash Laundry Express,"Jl. Pasir Impun No.2, Pasir Impun, Kec. Mandalajati, Kota Bandung, Jawa Barat 40",Pasir Impun,Binatu,Asia/Jakarta,"0811-2399-194, +62 811-2399-194",YES,98.0,4.8,https://search.google.com/local/reviews?placeid=ChIJsze6suTdaC4RHoBxGNeIA0U&q=la,https://www.google.com/maps?cid=4972968870956597278,-6.9019714,107.6761901,None,None,"Sabtu: [06.00-22.00], Minggu: [06.00-22.00], Senin: [06.00-22.00], Selasa: [06.0",https://lh5.googleusercontent.com/p/AF1QipPyCysCNKdherGhFRIUrclByMuQTNr27bhdnVvs
Cabang LAUNDRY SEJATI (Ibu Ayu),"4M29+WJH, Jl. Cikadut, Karang Pamulang, Kec. Mandalajati, Kota Bandung, Jawa Bar",Jl. Cikadut,Layanan Binatu,Asia/Jakarta,None,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJL74iWMrdaC4R3U4t8oiiig4&q=la,https://www.google.com/maps?cid=1047828572379369181,-6.8976859,107.6691163,None,None,"Sabtu: [07.00-20.16], Minggu: [07.00-20.00], Senin: [07.00-20.16], Selasa: [07.0",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r7r_U_bbp8IAgGTAk
Family Laundry,"Jl. Arcamanik No.50, Pasir Impun, Kec. Mandalajati, Kota Bandung, Jawa Barat 402",Pasir Impun,Binatu,Asia/Jakarta,"0813-2067-1548, +62 813-2067-1548",YES,3.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ6fobKWbdaC4R2bmvx0kyQ3M&q=la,https://www.google.com/maps?cid=8305537430265510361,-6.902203699999999,107.680258,None,None,"Sabtu: [08.00-19.00], Minggu: [Tutup], Senin: [08.00-19.00], Selasa: [08.00-19.0",https://lh5.googleusercontent.com/p/AF1QipOrC800OIF8eHTxHGhTqXHPNIaf3QaqreKKbACM
CLEAN MASTER LAUNDRY,"Jl. Giri Raya, Karang Pamulang, Kec. Mandalajati, Kota Bandung, Jawa Barat 40195",Karang Pamulang,Layanan Binatu,Asia/Jakarta,"0878-8141-8088, +62 878-8141-8088",YES,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJcSVKyX7daC4R663Z6xESO_o&q=la,https://www.google.com/maps?cid=18031025401288568299,-6.8946469,107.671375,None,None,"Sabtu: [00.00-08.30, 10.30-00.00], Minggu: [00.00-08.30, 10.30-00.00], Senin: [0",https://lh5.googleusercontent.com/p/AF1QipOqHVmNxBV599W6c_ylAMcEVv7KkLrz3e-8ltad
PERTAMA LAUNDRY,"Jl. A.H. Nasution No.69-289, Pasanggrahan, Kec. Ujung Berung, Kota Bandung, Jawa",Pasanggrahan,Binatu,Asia/Jakarta,"0813-2249-3162, +62 813-2249-3162",YES,24.0,4.7,https://search.google.com/local/reviews?placeid=ChIJibjHhC7daC4R707flb7s2Ho&q=la,https://www.google.com/maps?cid=8852085370899091183,-6.9190001,107.7079904,None,None,"Sabtu: [07.00-19.00], Minggu: [Tutup], Senin: [07.00-19.00], Selasa: [07.00-19.0",https://lh5.googleusercontent.com/p/AF1QipNLMJkH-amZIcuW7NEH_dHpjyYdZ1KEyD1CczlA
KILAU Laundry,"Komplek Perkantoran Bandung City View, II R13, Pasir Impun, Kec. Mandalajati, Ko",II R13,Layanan Binatu,Asia/Jakarta,None,NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJJZQcLA_daC4R8ERMAXPUZTw&q=la,https://www.google.com/maps?cid=4352118205331555568,-6.897858299999999,107.6764742,None,None,None,https://lh5.googleusercontent.com/p/AF1QipMu_J1IuA56E8pdmZ4bg40otTdW63fkBpDuIG67
Papa's Laundry bandung,"Jalan Pasir Impun No.38 Pasir Impun Kecamatan Mandalajati Depan kantor, Karang P",Karang Pamulang,Binatu,Asia/Jakarta,"0838-7788-8881, +62 838-7788-8881",YES,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJB4WaIWTdaC4RLja9yVQedCI&q=la,https://www.google.com/maps?cid=2482642644098692654,-6.8997787,107.6764385,None,None,"Sabtu: [08.00-17.00], Minggu: [08.00-17.00], Senin: [08.00-17.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipNS7qc3eAmcP9UiPleSQa99Pyctvaf0eNNu-KtV
Graha Laundry,"Kp. Cikaso Pasir Impun Atas rt 03 rw 06 desa Cikadut, Kec. Cimenyan, kab Bandung",Cikadut,Layanan Binatu,Asia/Jakarta,"0822-1779-9581, +62 822-1779-9581",NO,11.0,4.2,https://search.google.com/local/reviews?placeid=ChIJIw_S93ndaC4RdBSb509kVWI&q=la,https://www.google.com/maps?cid=7085679883088237684,-6.8896164,107.679765,None,None,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipPWUFvauQmRB--UOHXPWY0pKAJQfTepZfSIZX1J
SL Laundry jatihandap bandung,"Jl. Jatihandap No.285, Jatihandap, Kec. Mandalajati, Kota Bandung, Jawa Barat 40",Jatihandap,Binatu,Asia/Jakarta,"0821-2818-8479, +62 821-2818-8479",YES,13.0,4.1,https://search.google.com/local/reviews?placeid=ChIJM_dkpuLnaC4RFvnrZ9Mog6s&q=la,https://www.google.com/maps?cid=12358766690881501462,-6.8944531,107.6602218,None,None,"Sabtu: [06.00-21.00], Minggu: [10.00-17.00], Senin: [06.00-21.00], Selasa: [06.0",https://lh5.googleusercontent.com/p/AF1QipPd6ZEFTbbhCS83fVEtJ505JwlUOpKc5piZeBjD
Wawa Laundry Panyileukan,"Jl. Raya Panyileukan No.3 Blok I.1, Cipadung Kidul, Kec. Panyileukan, Kota Bandu",Cipadung Kidul,Layanan Binatu,Asia/Jakarta,"0821-1978-6911, +62 821-1978-6911",YES,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJA2mtCGnDaC4RfahGq0-RFAw&q=la,https://www.google.com/maps?cid=870480399351326845,-6.9467956,107.7129095,None,None,"Sabtu: [08.00-16.00], Minggu: [13.00-20.00], Senin: [08.00-20.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipPPYrhi_2y7ke0P8omV6yQNDxgfm3xtlRpYzZja
Beresih Laundry,"3P47+7JX, Jl. Raya Panyileukan, Cipadung Kidul, Kec. Panyileukan, Kota Bandung, ",Jl. Raya Panyileukan,Binatu,Asia/Jakarta,None,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJo1O82t_CaC4RTHM47knsFzI&q=la,https://www.google.com/maps?cid=3609613428634186572,-6.9442656,107.7141124,None,None,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hddwxMB7RHedEeiAi
Raia Laundry,"Jalan Panyileukan, Komplek Bumi Panyileukan Blok D5 No 1A, Cipadung Kidul, Panyi",Cipadung Kidul,Binatu,Asia/Jakarta,"(022) 87820446, +62 22 87820446",YES,4.0,4.5,https://search.google.com/local/reviews?placeid=ChIJX0Q7Pt_CaC4RSxpuXe7ViYQ&q=la,https://www.google.com/maps?cid=9550399704562276939,-6.9409097,107.7144878,None,None,"Sabtu: [07.30-18.00], Minggu: [07.30-18.00], Senin: [07.30-18.00], Selasa: [07.3",https://lh3.googleusercontent.com/gps-proxy/ALd4DhG5IIo-QNT19ETrKUnsUq6ZSRYFq5U5
Wahyu laundry,"Komp. Bumi Panyileukan blok f6 No.11, Cipadung Kidul, Kec. Panyileukan, Kota Ban",Cipadung Kidul,Layanan Binatu,Asia/Jakarta,"0813-2171-0155, +62 813-2171-0155",NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJMS2n4l_DaC4R0y_y8qkgApc&q=la,https://www.google.com/maps?cid=10881295563978059731,-6.9435333,107.7158917,None,None,None,https://lh5.googleusercontent.com/p/AF1QipNjh2DVzvy2lcyTumtg3tTtSeoRuwov9Vm9UJlr
SiRumPi Laundry,"Komp. Bumi Panyileukan No.K6/18, Cipadung Kidul, Kec. Panyileukan, Kota Bandung,",Cipadung Kidul,Layanan Binatu,Asia/Jakarta,"0895-3525-88588, +62 895-3525-88588",YES,4.0,5.0,https://search.google.com/local/reviews?placeid=ChIJaSb_O7XDaC4RS9lwVE0xlFk&q=la,https://www.google.com/maps?cid=6454838374127688011,-6.946972199999999,107.7113964,None,None,"Sabtu: [06.00-20.00], Minggu: [06.00-20.00], Senin: [06.00-20.00], Selasa: [06.0",https://lh5.googleusercontent.com/p/AF1QipOO_HLAX15L260s-pnM5JpY0iIumDduMrYjViYk
Laundry Panghegar,"Jl. Mekar Raya Gang Sugih No.6, Mekar Mulya, Kec. Panyileukan, Kota Bandung, Jaw",Mekar Mulya,Binatu,Asia/Jakarta,"0878-8648-7447, +62 878-8648-7447",YES,15.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ_TCGvlXDaC4RKyePltW02ew&q=la,https://www.google.com/maps?cid=17066871092344203051,-6.9256143,107.700691,None,None,"Sabtu: [05.30-20.00], Minggu: [05.30-12.00], Senin: [05.30-20.00], Selasa: [05.3",https://lh5.googleusercontent.com/p/AF1QipOAub1Gko62hMRQM8x8Hno67FxoTMAZ4MVwt1Lt
Dewi Rengganis Laundry,"3P57+WQH, Cipadung Kidul, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614",Cipadung Kidul,Binatu,Asia/Jakarta,"0877-3034-9201, +62 877-3034-9201",NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJAd4M2HvDaC4RnMZKpaJoiGw&q=la,https://www.google.com/maps?cid=7820615800695998108,-6.9401863,107.714474,None,None,"Sabtu: [08.00-17.00], Minggu: [08.00-17.00], Senin: [08.00-17.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipO7Pk_faD3LdQFiGFiGlTPv9ssjB70TieyA9Vyc
Laundry Ghaissani Cipadung Harapan,"Jl. Raya Cipadung Harapan Blok D No.28, Cipadung Kidul, Kec. Panyileukan, Kota B",Cipadung Kidul,Binatu,Asia/Jakarta,"0838-6597-2611, +62 838-6597-2611",YES,6.0,4.8,https://search.google.com/local/reviews?placeid=ChIJoZGMuIbDaC4RzyXWrGKpGpM&q=la,https://www.google.com/maps?cid=10599970914241488335,-6.9383139,107.7103001,None,None,"Sabtu: [08.00-19.00], Minggu: [Tutup], Senin: [08.00-19.00], Selasa: [08.00-19.0",https://lh5.googleusercontent.com/p/AF1QipOB2B5GJTalryaraQQQLozbDV7CKYA7-m-zOxTJ
Mamih laundry express,"Komp. Bumi Panyileukan No.7A Blok A3, RT.03/RW.02, Cipadung Kidul, Kec. Panyileu","RT.03/RW.02, Cipadung Kidul",Layanan Binatu,Asia/Jakarta,"0821-1561-7525, +62 821-1561-7525",YES,None,None,None,https://www.google.com/maps?cid=17009826623559739633,-6.9391152,107.7145848,None,None,"Sabtu: [07.00-17.00], Minggu: [07.00-17.00], Senin: [07.00-17.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNG52tk9obbvsZHlcv2livGrovQKTTC2PZMjGO3
Shasa Laundry Bandung,"Jl. Cipamokolan depan gudang PDAM No.24, Cipamokolan, Kec. Rancasari, Kota Bandu",Cipamokolan,Layanan Binatu,Asia/Jakarta,"0851-7100-1883, +62 851-7100-1883",YES,59.0,4.9,https://search.google.com/local/reviews?placeid=ChIJzwudbLPDaC4Rp0MSDFuu3is&q=la,https://www.google.com/maps?cid=3161155694528447399,-6.9433458,107.6770074,http://bit.ly/laundry-gratis,bit.ly,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMGz7JMvckVroNF0jnLukEmapiAyeYwogoGnSAj
23Quicklaundry Coin Laundry,"Jl. Saturnus Tengah II No.23, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Bar",Manjahlega,Layanan Binatu,Asia/Jakarta,"0851-7323-0850, +62 851-7323-0850",YES,75.0,4.9,https://search.google.com/local/reviews?placeid=ChIJKaf_Rj3paC4RlIBeIbeVPFE&q=la,https://www.google.com/maps?cid=5853718229446197396,-6.9511368,107.665935,https://23quicklaundry.com/,23quicklaundry.com,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipM2Bfop_Pinnv9eWBZ1Cqcpwmyj1MaGWXcGobuM
Briwash Laundry Express - Margahayu,"2MW7+RJC, Jl. Taman Saturnus, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Bar",Jl. Taman Saturnus,Layanan Binatu,Asia/Jakarta,"0851-7971-6134, +62 851-7971-6134",YES,80.0,5.0,https://search.google.com/local/reviews?placeid=ChIJabezSwDpaC4RodP-dAAKW7w&q=la,https://www.google.com/maps?cid=13572452899090256801,-6.952914,107.6639993,https://briwash.id/,briwash.id,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNVZhH3C8PAiLXAJCJyUeUQCHJv-T1kak03tU_n
HAYUKA Laundry 4000,"Jl. Raya Cipamokolan No.16, Cipamokolan, Kec. Rancasari, Kota Bandung, Jawa Bara",Cipamokolan,Binatu Cucian Kering,Asia/Jakarta,"0813-2395-2585, +62 813-2395-2585",YES,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJK7SugRnDaC4RLb1a75QkHUo&q=la,https://www.google.com/maps?cid=5340464955220737325,-6.9398522,107.6771785,None,None,"Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipPlBEs792GGmasoMfCsqpC4Q0MMx050UR9WUi4w
Sultan Laundry,"Jl. Rancabolang No.53A-C, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 4",Manjahlega,"Binatu, Layanan Binatu",Asia/Jakarta,"0819-1209-9139, +62 819-1209-9139",YES,43.0,4.5,https://search.google.com/local/reviews?placeid=ChIJ1WmUuR7oaC4RzBz-m50Wqbw&q=la,https://www.google.com/maps?cid=13594421816377351372,-6.942636299999999,107.6638148,https://tinyurl.com/y85r4r2c,tinyurl.com,"Sabtu: [07.00-18.00], Minggu: [Tutup], Senin: [07.00-18.00], Selasa: [07.00-18.0",https://lh5.googleusercontent.com/p/AF1QipP8AvhAiSmRwHvTCdfBMW74pjFVZc2aKl19NoLi
Rifa Laundry,"Jl. Riung Bandung Raya No.5C, Cipamokolan, Kec. Rancasari, Kota Bandung, Jawa Ba",Cipamokolan,Binatu,Asia/Jakarta,"0812-2085-0529, +62 812-2085-0529",YES,20.0,4.5,https://search.google.com/local/reviews?placeid=ChIJd3Hyb6PCaC4RQot4cVU-9wM&q=la,https://www.google.com/maps?cid=285765638058183490,-6.9417237,107.6785943,None,None,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipPF253H5B51sAFDoumt81Peswe498Jmk3gmKu3f
LaundryKlin Margahayu (Laundry Antar Jemput Bandung),"Jl. Jupiter Tengah No.1A, Sekejati, Kec. Buahbatu, Kota Bandung, Jawa Barat 4028",Sekejati,Layanan Binatu,Asia/Jakarta,"0812-2162-2021, +62 812-2162-2021",YES,452.0,4.9,https://search.google.com/local/reviews?placeid=ChIJa-DbThznaC4RyE8ugt0ZIUQ&q=la,https://www.google.com/maps?cid=4909233507973091272,-6.947618899999999,107.662171,https://api.whatsapp.com/send?phone=6281221622021&text=Halo%20LaundryKlin%20MARG,api.whatsapp.com,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipP6WHuIFNYOye5HirxJ5Dol0WkMShhsHzw1p8BU
Joss Laundry Manjahlega,"Jl. Tata Surya No.78, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat 40286",Manjahlega,Layanan Binatu,Asia/Jakarta,"0812-2341-4807, +62 812-2341-4807",YES,99.0,4.9,https://search.google.com/local/reviews?placeid=ChIJPTo-5EjpaC4RMvx2FI3AktU&q=la,https://www.google.com/maps?cid=15389574588844670002,-6.947546399999999,107.666422,None,None,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNe9P0Xd1yvsAwPXTZaUP4WQX5GgVDN1EzDQqG_
